,tweetID,tweetText,tweetRetweetCt,tweetFavoriteCt,tweetSource,tweetCreated,userID,userScreen,userName,userCreateDt,userDesc,userFollowerCt,userFriendsCt,userLocation,userTimezone
0,693219999897374720,"ResourceMFG: Packaging Associate (#Clinton, TN) https://t.co/jKUg5a2nV0 #ProductMgmt #Job #Jobs #Hiring #CareerArc",0,0,TweetMyJOBS,2016-01-29 23:51:42,43709923,tmj_usa_prod,TMJ-USA PM Jobs,2009-05-31 16:18:52,Follow this account for geo-targeted Product Management job tweets in USA. Need help? Tweet us at @CareerArc!,305,179,USA,Eastern Time (US & Canada)
1,693218966018269184,"If you're a #Retail professional in #Clinton, MS, check out this #job: https://t.co/atvWVNKjMi #Hiring #CareerArc",0,0,TweetMyJOBS,2016-01-29 23:47:35,59967434,tmj_ms_retail,TMJ-MS Retail Jobs,2009-07-25 03:25:14,Follow this account for geo-targeted Retail job tweets in Mississippi Non-Metro. Need help? Tweet us at @CareerArc!,456,299,Mississippi,Central Time (US & Canada)
2,693215911575212033,"I'm at CVS/pharmacy - @cvs_extra in Clinton, MD https://t.co/Ue6RA6i6zF",0,0,Foursquare,2016-01-29 23:35:27,21312968,Kjn87,⭐️Karissa Nappi⭐️,2009-02-19 16:26:39,"Italian rocker chick. Life is a crazy journey, make the most of it",409,334,DC/MD/VA ,Eastern Time (US & Canada)
3,693210168058720256,"#Retail #Job in #Clinton, MS: Retail Store Positions at CVS Health https://t.co/rnnLYvXuh2 #Jobs #Hiring #CareerArc",0,0,TweetMyJOBS,2016-01-29 23:12:37,59967434,tmj_ms_retail,TMJ-MS Retail Jobs,2009-07-25 03:25:14,Follow this account for geo-targeted Retail job tweets in Mississippi Non-Metro. Need help? Tweet us at @CareerArc!,456,299,Mississippi,Central Time (US & Canada)
4,693209180971229184,"Shaw Industries: Production Manager - Finishing (#Clinton, SC) https://t.co/v6Cu74cfjU #Job #Jobs #Hiring",0,0,SafeTweet by TweetMyJOBS,2016-01-29 23:08:42,903926353,ShawFloorsJobs,Shaw Floors Jobs,2012-10-25 13:34:23,Home of the world's largest carpet manufacturer and thousands of great jobs! Come grow your career with us!,236,11,US and Canada,Eastern Time (US & Canada)
5,693208251379224576,"#Retail #Job alert: Customer Service Cashier - Retail | Love's Travel Stops &amp; Country St... | #Clinton, OK https://t.co/Qyo38x0t1m #Jobs",0,0,TweetMyJOBS,2016-01-29 23:05:00,59973116,tmj_ok_retail,TMJ-OK Retail Jobs,2009-07-25 03:53:47,Follow this account for geo-targeted Retail job tweets in Oklahoma Non-Metro. Need help? Tweet us at @CareerArc!,358,302,Oklahoma,Central Time (US & Canada)
6,693207925767086080,"@AaronDFordNV man, I want to meet Clinton...again.  This is awesome.  Clinton sent me to the Soviet Union when I was in middle school.",0,2,Twitter for Android,2016-01-29 23:03:43,30157760,WillisWalkerIII,Willis Walker III,2009-04-10 04:10:48,,115,260,SIN City,
7,693205919669202944,"#Accounting #Job in #Clinton, IN: New Opportunity! Plant Controller at Robert Half Finance &amp; Accounting https://t.co/ilBamHPArY #Jobs",0,0,TweetMyJOBS,2016-01-29 22:55:45,318696084,tmj_IN_ACCT,Indiana Acct Jobs,2011-06-16 22:15:06,Follow this account for geo-targeted Accounting job tweets in Indiana Non-Metro from TweetMyJobs. Need help? Tweet us at @TweetMyJobs!,302,284,Indiana Non-Metro,Pacific Time (US & Canada)
8,693200461801717760,"We're #hiring! Read about our latest #job opening here: Meat Lead - https://t.co/TryhvMHYxR #CLINTON, SC #Retail #CareerArc",0,0,TweetMyJOBS,2016-01-29 22:34:03,59989092,tmj_sc_retail,TMJ-SC Retail Jobs,2009-07-25 05:19:32,Follow this account for geo-targeted Retail job tweets in South Carolina Non-Metro. Need help? Tweet us at @CareerArc!,431,300,South Carolina,Central Time (US & Canada)
9,693198312644562945,"#Retail #Job in #Clinton, MD: Retail Store Shift Supervisor at CVS Health https://t.co/at5jKhkE2G #Jobs #Hiring #CareerArc",0,0,TweetMyJOBS,2016-01-29 22:25:31,28439613,tmj_dc_retail,Wash. DC Retail Jobs,2009-04-02 22:48:29,Follow this account for geo-targeted Retail job tweets in DC Metro. Need help? Tweet us at @CareerArc!,489,314,"Washington, DC",Eastern Time (US & Canada)
10,693196829136125953,@GOP what difference does it make she is a Clinton law's don't apply to them WAKE UP AMERICA,0,0,Twitter for Android,2016-01-29 22:19:37,2302145018,KosloffM,Vance M Kosloff,2014-01-20 23:05:25,I was in a coma 31/2 month's  turned 17 while I was in coma The experience and rehab has given me a positive attitude in all I do I now see ambition with out kn,254,74,Savannah Ga.,
11,693193261502980096,"It's not that Hillary Clinton was derelict in secure emails, it's that she tried to destroy all of her emails, why?",1,4,Twitter for Android Tablets,2016-01-29 22:05:27,26761733,calistevenj,Steven J Gross,2009-03-26 14:35:33,"A Wizard, A True Star",57372,51914,"Chatsworth, CA  USA",Pacific Time (US & Canada)
12,693192808195198976,"#Sales #Job alert: Sales Specialist Cabinets | Lowe's Stores | #Clinton, NC https://t.co/EN98VqfUy7 #Jobs #Hiring",0,0,TweetMyJOBS,2016-01-29 22:03:39,67350081,tmj_nc_sales,TMJ-NC Sales Jobs,2009-08-20 16:18:35,Follow this account for geo-targeted Sales job tweets in North Carolina. Need help? Tweet us at @CareerArc!,372,302,North Carolina,Eastern Time (US & Canada)
13,693191579079680005,@lindsaylohan idky ydkm but its nascars assistance program by saundra and hillary mark mcvinsky andbill clinton dunavant and all under georg,0,0,Twitter for Android Tablets,2016-01-29 21:58:45,3219673158,jsayers3975,Jason ayers,2015-05-18 20:58:01,,83,255,,
14,693190451931648001,"WIS International #CustomerService #Job: Part Time Field Retail Merchandising Representative (#Clinton, IL) https://t.co/CO3XyECJla #Jobs",0,0,TweetMyJOBS,2016-01-29 21:54:17,71970336,tmj_IL_cstsrv,IL Cust. Srv. Jobs,2009-09-06 05:00:20,Follow this account for geo-targeted Customer Service job tweets in Illinois Non-Metro. Need help? Tweet us at @CareerArc!,373,279,Illinois,Eastern Time (US & Canada)
15,693189846106394624,"Gordon Food Service: Shift Leader - Clinton Township, MI (#Detroit, MI) https://t.co/xmAOP1UDks #Retail #Job #Jobs #Hiring #CareerArc",0,0,TweetMyJOBS,2016-01-29 21:51:52,28538424,tmj_dtw_retail,TMJ-DTW Retail Jobs,2009-04-03 10:36:49,"Follow this account for geo-targeted Retail job tweets in Detroit, MI. Need help? Tweet us at @CareerArc!",400,312,"Detroit, MI",Eastern Time (US & Canada)
16,693189153840697344,"We're #hiring! Read about our latest #job opening here: Sales Associate - https://t.co/WWPGApq4rg #Clinton, IA #Retail #CareerArc",0,0,TweetMyJOBS,2016-01-29 21:49:07,59912224,tmj_ia_retail,TMJ-IA Retail Jobs,2009-07-24 22:57:23,Follow this account for geo-targeted Retail job tweets in Iowa Non-Metro. Need help? Tweet us at @CareerArc!,339,302,Indiana,Central Time (US & Canada)
17,693188218196365312,Time to Indict the Liar!                            https://t.co/QrqNeXkUdl #Prison #Bengahzi,0,0,Twitter for Android,2016-01-29 21:45:24,1637119434,jsipe2005,Jerry Sipe,2013-08-01 04:51:45,Conservative Christian wanting his country back. Love of the outdoors #Bowhunting #Bowtech #Fishing #OpenCarry #NRA,731,509,,
18,693183826269466625,RT @TannerSeeley: Had some of this today #college #deathwishcoffee #coffee @ City of Clinton https://t.co/7Z9jdumxOj,1,0,RoundTeam,2016-01-29 21:27:57,2741710998,CoffeeCrewUk,Coffee CrewUk,2014-08-18 09:24:51,"We are the Coffee Crew

For promotional enquiries contact us on coffeecrewuk@gmail.com",7426,76,Planet Coffee Bean,
